date,1,2,3,4,5,6,7,8,9,10
20190102,-0.001857645297709115,-0.0031312314701283563,-0.004406443168392629,-0.002101092796814128,-0.001696494177227305,-0.00401875303730478,-0.0008484777682527896,0.00019674330505183176,-0.004357426160324136,-0.0018718329755658646
20190103,0.02372731324247703,0.024976656681379664,0.02608234270923713,0.024505230472568813,0.02443598233041621,0.02850509199123938,0.02498860155897032,0.027994875735139046,0.025422670489488944,0.02476945242544739
20190104,0.017787694226543128,0.01724123113561292,0.018133630691589745,0.022655620778916974,0.01956991583652302,0.02145869706497355,0.020243131534606294,0.02166272998279569,0.017425350371678517,0.01716540737696903
20190107,0.0020440262067687545,-0.001590796643852651,0.0025494493073037303,-0.00047104801829058867,-0.001543557042621646,-0.0025604677121277356,0.0012329607093531565,0.003671198887139622,-0.0010476671706153525,-0.00021602358265903216
20190108,0.005183419559089256,0.0021817225402716413,0.004052064680189367,0.002249171611856919,0.0026886359848683687,0.004789589288645155,0.0033613648738228617,0.002796547745404976,0.003929425527946152,0.00409885356576194
20190109,0.006881993626861623,-0.0010590302388080344,0.00011577610717744546,-0.00253586896358984,-0.0009005675066316291,0.0022260705187736804,-0.001712646366289535,-0.0017395539840420022,-0.0002320755947943186,-0.0031585579970491175
20190110,0.006088153958449215,0.006294417804715308,0.011192690894244097,0.005726526324875688,0.009508681698148069,0.006144034159626691,0.00899869627098469,0.006454215658351818,0.009834264077311469,0.010206330376625015
20190111,-0.004580808476443184,-0.005913391312010447,-0.004128158654247503,-0.002758414329012453,-0.004797051773233885,-0.0022023119012975828,-0.003958080148256315,-0.005238128990012551,-0.0059847758105939924,-0.003195227604244246
20190114,0.009966036430370695,0.012000362731369923,0.012751159875731092,0.010692839852630028,0.014821679880628644,0.014361453479764134,0.010058418178383904,0.014522545083055217,0.011207194896267116,0.011902355721719124
20190115,-0.002797674838656036,-0.003346925049406246,-0.0042921561300542825,-0.003461449160025025,-0.0010317187949489307,-0.000996989015998813,-0.0031685051319327528,-0.0018867634496162666,-0.0012110316524735964,-0.001446477166204424
