date,1,2,3,4,5,6,7,8,9,10
20140305,0.001230572788662023,8.309757486497399e-05,0.0045164363462722274,0.002242756283510794,0.0018863929325783956,-0.0013653122190330478,0.006169646415068136,-0.0006751702742471588,0.00037131267730980205,0.003804753351254041
20140306,-0.005242389382667911,-0.002320044745829838,-0.0024446559466091687,-0.00439760654886558,-0.002935543326780521,-0.0016928165805246652,-0.00028347692851484396,-6.535771952797804e-05,-0.004368551562754373,-0.005305491023369832
20140307,-0.03896124699198391,-0.0377947407369503,-0.03909564848169737,-0.0362876523564789,-0.03277891054273131,-0.03835389516434341,-0.03796020881928723,-0.034792754335649594,-0.03278352998033,-0.0360310874185007
20140310,-0.001364735790793195,0.0008463571174941354,0.0003532255427012533,0.001033015000898995,-0.00017818473058940436,0.00298569641095215,-0.0017431543499705194,0.0016630160308917382,0.004210314749542244,-0.0012455329534501029
20140311,-0.006064556121468338,-0.0033381693119859347,-0.001688845519513675,-0.0009194956192138982,0.0032245351216422134,0.0024014447442790277,0.0014920154950122362,-0.0012680582262852617,-0.00021615862818145958,0.0013832376137565233
20140312,0.011202449931877426,0.012151005469648979,0.012720165392699302,0.010089745111600983,0.013736012635173435,0.013176324032732244,0.012695949982592627,0.01213515324810515,0.009663325893972091,0.012187346313556717
20140313,-0.0025684938528743395,-0.005852073757055104,-0.005954862978964826,-0.00252721054816435,-0.0038863761769971548,-0.0026407160748809877,-0.00393754208905909,-0.0016372075894983801,-0.0011816754771329038,-0.00013823487075283972
20140314,0.022423281744985642,0.02232665094244178,0.020162862921788628,0.01924205234510233,0.023025083666075863,0.020453348685970756,0.02028327133366932,0.024193542240187084,0.019125110301930787,0.019131093695924015
20140317,0.0024891649545634043,0.005438702348677039,0.007512833195333371,0.005685674457041029,0.005208054036007881,0.004352126346220486,0.0031591466799288236,0.002929105110538816,0.005691039423905303,0.006482491019765005
20140318,-0.0023135749323440423,-0.001044330443360358,0.004781630681132977,0.003912790715876141,0.000929892574078151,0.0028051064473431507,0.0008430591885801222,0.0006088525346181928,0.0008852476535068143,0.0016920531781773915
20140319,-0.025835536679286265,-0.024489234709327547,-0.021941142677272797,-0.02722475626115185,-0.02743371190715395,-0.027810389640459423,-0.02739627647229931,-0.025346004130178058,-0.02201002835945131,-0.022409593201864447
20140320,0.018633201362592333,0.017601002547065148,0.01954815541853872,0.01958165379661058,0.019677635055567286,0.019016485826228995,0.021069904769497404,0.018589700603552854,0.021258592165224986,0.021265984912240916
20140321,0.008502215774627023,0.0053665558139549,0.007621809286216467,0.009478354732480685,0.007354842151422339,0.0051144753929678365,0.004434578906616996,0.007863441406763082,0.006157211734591969,0.007360067607302989
20140324,-0.00130146614667997,0.002241273279752377,0.0003172365884602478,0.0039585981811391755,0.0019644804314756298,0.001052654509349031,0.006032981879715287,-0.001224442327753673,0.0007117055982824133,-0.0006024103373558886
20140325,0.004778387801384737,0.0005644352718916033,0.004326441760540799,0.0011585090985738074,0.0031835660814759064,0.002665202470292081,0.006331858964380339,0.003514381474633367,0.003219880341862492,0.003635330498987322
20140326,-0.016234446106415064,-0.017215702337815584,-0.019169067325903684,-0.0179070137291944,-0.018205068417982046,-0.016341305191189988,-0.020329771712362964,-0.016140670288577342,-0.01600843271937044,-0.01700755294170731
20140327,-0.023669849478232863,-0.018474771240834176,-0.02232581379569991,-0.017411521035641645,-0.020771600487049853,-0.019341987720067656,-0.0194921450142811,-0.01937492288968418,-0.019889205275004207,-0.025805689840020216
20140328,-0.004651150366394578,-0.006960132588940494,-0.005585310748762185,-0.01037654581048029,-0.006685921278096984,-0.0032846654728919504,-0.0038470320403925337,-0.011300543194101684,-0.004443780409903033,-0.0057389841401315886
20140331,0.013936390019532166,0.013544134017615528,0.017678038023276377,0.01586009657554614,0.01403064980711272,0.017431552687330376,0.015123709723871268,0.0136067075862609,0.014375047550476926,0.017118714930477688
20140401,-0.0022888530693449603,5.401301491240714e-05,-0.0016236689371320833,-0.0031863850604793966,-0.0016339324871680193,-0.0021256928305024084,-0.002886392918029358,-0.0001429448047577421,-0.0007461032962279662,-0.0034669740613453683
20140402,-0.001256046294718722,0.0004020133572902944,-0.0011576490946468682,0.0010724583640956706,0.0013411639794167424,0.0014419228212544917,-0.001208037049924336,0.0016872056084392816,-0.0012662536183889513,0.00021170863100603563
20140403,0.009034136984217575,0.00855354371862391,0.011763820901121427,0.012615933281178491,0.011736652384204037,0.012157176237040834,0.011418306001729675,0.012824799995864989,0.010886082569061793,0.008920096214948915
20140404,0.00664963871401362,0.00867763232936403,0.012349945590475175,0.011586785422699475,0.009635708678144148,0.007323298904812791,0.010710365681334925,0.012510505660913183,0.009870569281969875,0.008557509606631866
20140408,0.008180921394523841,0.010927081712184854,0.009656543831054052,0.009530811784840075,0.009840732396509929,0.009783667149544891,0.008251419423428382,0.009288783302641355,0.009756222760369644,0.008598945729141303
20140409,0.005914588274458584,0.002551561008266383,0.002820977130377713,0.003918629606000132,0.00319271863367838,0.006029516956745773,0.005680984507179144,0.00484009326534646,0.004445993925704794,0.0036323034854472223
20140410,-0.005358882091499493,-0.004200618187454734,-0.0018598629687031725,-0.004694790130294257,-0.006229444490686119,-0.004945772777596216,-0.006402001831121246,0.0013941859453740115,-0.0023708730350307395,-0.0060239759172967654
20140411,0.007620549258995243,0.008421541282189504,0.008188590567568708,0.007207439963474635,0.007634774853261252,0.00819883380431912,0.007522666808236109,0.010346562270160651,0.007586528778979487,0.00786532911103224
