date,long,short,long-short portfolio
20181228,-0.004282981,0.0016186559,-0.0026643253
20190102,0.00081573485,0.004791514,0.0056072487
20190103,0.02655616,-0.025984261,0.0005718991
20190104,0.020816762,-0.019306205,0.0015105568
20190107,0.0024528182,0.00026073473,0.002713553
20190108,0.00435261,-0.003018157,0.001334453
20190109,0.0011438965,0.0005499183,0.0016938148
20190110,0.010235777,-0.0062955236,0.0039402535
20190111,-0.0042858412,0.0036049415,-0.0006808997
20190114,0.013275953,-0.01194001,0.0013359431
20190115,-0.0028636563,0.0019732155,-0.0008904408
20190116,-0.00950139,0.00877111,-0.00073027983
20190117,0.007695715,-0.0038420362,0.0038536787
20190118,0.00464745,-0.0045015025,0.00014594756
20190121,-0.010062331,0.0116950525,0.0016327212
20190122,0.003616687,-0.0016631237,0.0019535632
20190123,0.0042286413,-0.003704641,0.00052400026
20190124,-0.0069584255,0.0064746616,-0.00048376387
20190125,-0.008218015,0.0071053607,-0.0011126539
20190128,-0.016663592,0.016979706,0.00031611323
20190129,-0.014734788,0.013547363,-0.0011874251
20190130,-0.01666639,0.014843636,-0.0018227538
20190131,0.026835864,-0.025559187,0.0012766775
20190201,0.025287163,-0.026876245,-0.0015890822
20190211,0.01722467,-0.01318966,0.004035009
20190212,0.018850522,-0.016079625,0.002770897
20190213,0.0052964413,-0.0046599554,0.0006364859
20190214,0.00054989127,0.004268295,0.004818186
20190215,0.03296271,-0.032258376,0.0007043332
20190218,0.0055945003,-0.0036461037,0.0019483967
20190219,0.004378316,-0.0031500868,0.0012282291
20190220,-0.0032918993,0.0032381688,-5.373056e-05
20190221,0.022770066,-0.021258855,0.0015112106
20190222,0.050395224,-0.04832886,0.0020663626
20190225,0.004420775,0.0033432613,0.0077640363
20190226,-1.2911565e-05,-0.0003634983,-0.00037640985
20190227,0.0052938503,-0.004193822,0.0011000284
20190228,0.007329664,-0.007316744,1.2920238e-05
20190301,0.019062167,-0.015069954,0.003992213
20190304,0.028801689,-0.023977261,0.004824428
20190305,0.025442235,-0.019757867,0.0056843683
20190306,0.020216767,-0.009106788,0.011109979
20190307,-0.042102605,0.040793486,-0.0013091192
20190308,0.04078249,-0.040060665,0.0007218234
20190311,0.019168552,-0.017704066,0.0014644861
20190312,-0.01423691,0.018726619,0.0044897087
20190313,-0.0286694,0.027514346,-0.0011550542
20190314,0.017260607,-0.015159698,0.0021009091
20190315,0.025685776,-0.023461742,0.0022240337
20190318,0.0059236055,-0.005426416,0.00049718935
20190319,0.0046115946,-0.0005405399,0.0040710545
20190320,0.012651671,-0.011635331,0.0010163393
20190321,0.0070983274,-0.0064082243,0.00069010304
20190322,-0.008524674,0.008892031,0.0003673574
20190325,-0.026926167,0.024865815,-0.002060352
20190326,0.0048436252,-0.008712575,-0.0038689496
20190327,-0.01570546,0.014919155,-0.0007863054
20190328,0.02794512,-0.026733715,0.0012114048
20190329,0.03430518,-0.036336716,-0.002031535
20190401,0.0070022633,-0.008475517,-0.0014732536
20190402,0.01454344,-0.009721523,0.004821917
20190403,0.0068125715,-0.0032740752,0.0035384963
20190404,-0.0013349232,0.0005658011,-0.0007691221
20190408,0.0060867006,-0.003697958,0.0023887425
20190409,0.0025850616,0.0013354609,0.0039205225
20190410,-0.0153328385,0.018787853,0.003455015
20190411,-0.0009965643,0.0003688744,-0.0006276899
20190412,-0.006941505,0.006718913,-0.00022259168
20190415,0.019455511,-0.020663485,-0.0012079738
20190416,0.009961473,-0.007382789,0.0025786837
20190417,-0.0046906546,0.0062724333,0.0015817787
20190418,0.00964574,-0.00808211,0.0015636291
20190419,-0.012489552,0.0125884,9.8848715e-05
20190422,-0.01703627,0.017467601,0.00043133087
20190423,0.007355007,-0.00949725,-0.0021422436
20190424,-0.04077292,0.042823486,0.0020505674
20190425,-0.014054221,0.013694206,-0.00036001485
20190426,0.0,0.0,0.0
20190429,0.0,0.0,0.0
20190430,-0.08546175,0.09828764,0.012825891
20190506,0.014110839,-0.010400081,0.003710758
20190507,-0.0002844196,0.00720067,0.0069162506
20190508,-0.008860044,0.0115420325,0.0026819883
20190509,0.0363165,-0.034041986,0.0022745132
20190510,-0.0045238715,0.007227074,0.0027032024
20190513,-0.0078036776,0.007990481,0.00018680375
20190514,0.0237106,-0.0232511,0.00045949966
20190515,0.00802698,-0.008133745,-0.00010676496
20190516,-0.03352905,0.033636723,0.000107672065
20190517,-0.0044437964,0.00538703,0.0009432337
20190520,0.01823091,-0.018482368,-0.00025145896
20190521,-0.006641955,0.0038134037,-0.0028285515
20190522,-0.021654068,0.02403236,0.0023782924
20190523,-0.0074902214,0.008987082,0.0014968608
20190524,0.026489014,-0.026069358,0.00041965581
20190527,0.0019732607,-0.0023845257,-0.00041126506
20190528,0.004914002,-0.0031825956,0.0017314064
20190529,-0.0060892934,0.0067035984,0.000614305
20190530,-0.0019639975,0.002516924,0.00055292645
20190531,-0.014938232,0.013984488,-0.00095374323
20190603,-0.015280608,0.016403237,0.0011226293
20190604,-0.000182716,-0.0002740787,-0.0004567947
20190605,-0.023007296,0.02245295,-0.00055434555
20190606,0.01134434,-0.010439484,0.0009048553
20190610,0.036567073,-0.035441607,0.0011254661
20190611,-0.004899478,0.0033729086,-0.0015265695
20190612,0.008089055,-0.004518644,0.0035704114
20190613,-0.019518694,0.019338746,-0.00017994829
20190614,0.001350675,0.000588944,0.001939619
20190617,-0.0020996341,0.0007463572,-0.0013532769
20190618,0.012580328,-0.012668105,-8.777715e-05
20190619,0.0177058,-0.015790083,0.0019157175
20190620,0.021038316,-0.015845852,0.005192464
20190621,0.0014744701,-0.00074496283,0.0007295073
20190624,-0.010221196,0.008930812,-0.0012903847
20190625,-0.001738217,0.0014491392,-0.00028907775
20190626,0.0043846266,-0.0059382473,-0.0015536207
20190627,-0.011311045,0.011477552,0.00016650744
20190628,0.029459108,-0.02524212,0.0042169876
20190701,0.00026258198,0.0022780835,0.0025406654
20190702,-0.009351367,0.009258216,-9.3150884e-05
20190703,-0.0012306131,0.0055842064,0.004353593
20190704,0.0021407367,-0.0025888337,-0.000448097
20190705,-0.03426581,0.035969716,0.0017039068
20190708,0.0032790706,-0.004019304,-0.0007402336
20190709,-0.0068933517,0.0076598334,0.00076648174
20190710,0.0013768047,-0.0001525462,0.0012242584
20190711,0.004940442,-0.0015322813,0.0034081605
20190712,0.0071817487,-0.00995657,-0.0027748216
20190715,0.0029352373,-0.001625176,0.0013100612
20190716,5.3174677e-05,-0.00037642434,-0.00032324967
20190717,-0.01734575,0.01593054,-0.0014152098
20190718,0.0059254467,-0.005487649,0.00043779798
20190719,-0.02783613,0.027447721,-0.00038840808
20190722,0.010491291,-0.013155037,-0.0026637455
20190723,0.01141757,-0.010835171,0.00058239885
20190724,0.0013940989,-0.0034162547,-0.0020221558
20190725,0.0006890786,-0.0013779767,-0.00068889814
20190726,-0.0028514185,0.0009696607,-0.0018817578
20190729,0.0058800336,-0.0048959292,0.0009841044
20190730,-0.00788778,0.006090001,-0.0017977785
20190731,-0.0057825204,0.004563693,-0.0012188274
20190801,-0.016979625,0.017367238,0.00038761273
20190802,-0.012459984,0.012950944,0.00049095973
20190805,-0.029905817,0.028103031,-0.0018027853
20190806,-0.0030965204,0.0011065585,-0.001989962
20190807,0.0051747183,-0.0064748237,-0.0013001054
20190808,-0.01241562,0.011566498,-0.00084912125
20190809,0.014846886,-0.016809221,-0.0019623358
20190812,-0.0064423727,0.0056255725,-0.00081680017
20190813,0.0044821133,-0.004692629,-0.00021051569
20190814,0.00287676,-0.0023339293,0.0005428307
20190815,0.0038022432,-0.0059758695,-0.0021736263
20190816,0.02973143,-0.029132877,0.00059855357
20190819,0.002712192,-0.0014251177,0.0012870743
20190820,0.001762688,0.0011420127,0.0029047006
20190821,0.0051619224,-0.0045640715,0.0005978509
20190822,-0.0008244226,0.0022361411,0.0014117185
20190823,-0.0074899187,0.0070749773,-0.00041494146
20190826,0.019435894,-0.018410912,0.001024982
20190827,0.0023916801,0.00072291656,0.0031145967
20190828,-0.00090027414,0.0015799745,0.0006797004
20190829,-0.012460556,0.0142355915,0.0017750356
20190830,0.022236515,-0.022015166,0.0002213493
20190902,0.0049501522,-0.006065208,-0.0011150558
20190903,0.0092088925,-0.0077412603,0.0014676321
20190904,0.008362425,-0.00908489,-0.0007224651
20190905,0.0031618383,-0.0034857695,-0.00032393122
20190906,0.017465297,-0.01958948,-0.0021241829
20190909,0.0032660188,-0.0034811297,-0.00021511083
20190910,-0.0036419402,0.0069399625,0.0032980223
20190911,0.0065304013,-0.005868467,0.00066193426
20190912,0.0026000636,-0.0035385112,-0.00093844766
20190916,-0.022892071,0.022462007,-0.00043006428
20190917,0.0007579149,-0.0002911414,0.00046677352
20190918,0.008310387,-0.009730812,-0.0014204253
20190919,0.0008388913,-0.00063479994,0.00020409137
20190920,-0.0107028615,0.010335611,-0.0003672503
20190923,0.0021585212,-0.002796512,-0.0006379909
20190924,-0.016659837,0.017000921,0.00034108385
20190925,-0.024051208,0.027208634,0.0031574257
20190926,0.007097658,-0.0073534995,-0.00025584176
20190927,-0.009222317,0.010834744,0.0016124276
20190930,0.0020945473,-0.002664157,-0.0005696097
20191008,0.009287444,-0.009335961,-4.851725e-05
20191009,0.010411651,-0.012874203,-0.002462552
20191010,0.0042750705,-0.0033603448,0.0009147257
20191011,0.015486908,-0.015240781,0.00024612714
20191014,-0.009345625,0.010421477,0.0010758527
20191015,-0.006875011,0.00594621,-0.000928801
20191016,-0.0027189963,0.0012681666,-0.0014508297
20191017,-0.014016333,0.01143046,-0.002585873
20191018,-0.0003640085,0.0024491353,0.0020851267
20191021,0.0088122375,-0.010942209,-0.002129971
20191022,-0.0055056987,0.00719667,0.0016909712
20191023,0.0010364524,0.0011633737,0.002199826
20191024,0.007198225,-0.0065064807,0.00069174403
20191025,0.0189929,-0.015215516,0.0037773848
20191028,-0.012693644,0.011198163,-0.0014954805
20191029,-0.012377255,0.012080527,-0.00029672775
20191030,-0.011400951,0.010212811,-0.0011881404
20191031,0.010139504,-0.008509478,0.0016300268
20191101,0.0008639147,-0.002881703,-0.0020177881
20191104,0.0012372106,-0.0025372924,-0.0013000818
20191105,-0.008847189,0.008852245,5.0561503e-06
20191106,0.0049200905,-0.006360109,-0.0014400184
20191107,-0.0019820817,0.003992603,0.0020105215
20191108,-0.025978325,0.023663685,-0.0023146402
20191111,0.0035514291,-0.0036860842,-0.00013465504
20191112,-0.004905708,0.0039914246,-0.00091428356
20191113,0.00471595,-0.0055063516,-0.00079040136
20191114,-0.012765872,0.012312247,-0.00045362487
20191115,0.007187883,-0.007810643,-0.00062276004
20191118,0.016249765,-0.016071115,0.00017865002
20191119,-0.003956383,0.006928866,0.0029724827
20191120,0.0020037466,0.0016476985,0.003651445
20191121,-0.0052039362,0.0076168207,0.0024128845
20191122,0.004222555,-0.00062347844,0.0035990765
20191125,-0.003016752,0.0017548974,-0.0012618545
20191126,-0.0032626255,3.559966e-05,-0.003227026
20191127,-0.0036356798,0.0033674617,-0.0002682181
20191128,0.0012862091,-0.00050992565,0.00077628344
20191129,0.0005625985,-0.0025515088,-0.0019889104
