date,long,short,long-short portfolio
20140305,0.00079688,-0.004631514,-0.003834634
20140306,-0.00058436714,0.0060603595,0.0054759923
20140307,-0.036675073,0.036398403,-0.00027666986
20140310,-0.0016400544,-0.00043677975,-0.0020768342
20140311,-0.0006760359,0.0007128593,3.6823447e-05
20140312,0.0138028655,-0.010753305,0.0030495608
20140313,-0.0027072844,0.003945145,0.0012378604
20140314,0.020624788,-0.020798072,-0.00017328374
20140317,0.0052150497,-0.004654186,0.0005608639
20140318,0.00087105326,-0.00068890513,0.00018214813
20140319,-0.024730723,0.02485174,0.000121016055
20140320,0.02109027,-0.019391835,0.0016984344
20140321,0.0050079925,-0.008254886,-0.0032468932
20140324,0.00059080374,-0.00031021226,0.00028059148
20140325,0.0055582346,-0.0013547941,0.0042034406
20140326,-0.019567441,0.014175961,-0.0053914804
20140327,-0.024401408,0.017749235,-0.0066521727
20140328,-0.0055004247,0.007177312,0.0016768873
20140331,0.016555596,-0.013294041,0.003261555
20140401,-0.006366791,-0.002879794,-0.009246585
20140402,0.0013895263,0.0037499645,0.0051394906
20140403,0.012756172,-0.009644082,0.0031120898
20140404,0.009538017,-0.009663384,-0.0001253672
20140408,0.0114033725,-0.008241136,0.003162237
20140409,0.0050083236,-0.0049180984,9.0225134e-05
20140410,-0.0031711399,0.0042364164,0.0010652766
20140411,0.0071440665,-0.009386659,-0.0022425922
20140414,-0.0054841093,0.008883219,0.00339911
20140415,0.000581564,-0.0020240622,-0.0014424983
20140416,0.0010178107,0.0012715692,0.00228938
20140417,0.004408164,-0.0026527862,0.0017553777
20140418,-0.014632771,0.016952816,0.0023200456
20140421,-0.010367667,0.0041929553,-0.006174712
20140422,-0.002710009,0.002931551,0.00022154208
20140423,-0.007257656,0.009118934,0.001861278
20140424,-0.019165076,0.01984836,0.00068328343
20140425,-0.031522904,0.030389927,-0.0011329763
20140428,0.012270431,-0.012873628,-0.00060319714
20140429,0.009742495,-0.0075043906,0.0022381041
20140430,0.011232212,-0.008578017,0.0026541948
20140505,0.0071699796,-0.004979485,0.0021904944
20140506,-0.01692355,0.014426351,-0.0024972
20140507,0.00072242384,-0.0034176805,-0.0026952566
20140508,-0.009572202,0.0077900947,-0.0017821076
20140509,0.02299551,-0.023968501,-0.0009729918
20140512,-0.0010575335,0.0011702508,0.00011271727
20140513,-0.0004853654,0.0009815195,0.00049615407
20140514,-0.017014049,0.019891072,0.002877023
20140515,-0.0025863142,0.00023214443,-0.0023541697
20140516,-0.0039885496,0.0046641636,0.000675614
20140519,0.0043420577,-0.002982702,0.0013593556
20140520,0.0104394145,-0.008618411,0.0018210039
20140521,-1.1965327e-05,0.0014083337,0.0013963684
20140522,0.01091619,-0.0068957866,0.0040204036
20140523,0.01206303,-0.009407064,0.0026559662
20140526,-0.0022514865,0.0036731157,0.0014216292
20140527,0.010155581,-0.010067163,8.84179e-05
20140528,-0.009143242,0.011134849,0.0019916072
20140529,0.0025414668,-0.0023494135,0.00019205338
20140530,-0.0008007167,0.0011532035,0.00035248685
20140603,-0.008147167,0.006040034,-0.0021071332
20140604,0.0100931395,-0.012136167,-0.0020430274
20140605,-0.002589122,0.003651923,0.0010628011
20140606,-0.0036673902,0.005831072,0.002163682
20140609,0.009808318,-0.013246134,-0.0034378162
20140610,0.0035229553,-0.0051876716,-0.0016647163
20140611,-0.00058806944,0.0026202472,0.0020321778
20140612,0.012043026,-0.010162358,0.0018806681
20140613,0.0055128457,-0.0070686815,-0.0015558358
20140616,-0.009143101,0.0065589016,-0.0025841994
20140617,-0.0039000888,0.008538187,0.0046380977
20140618,-0.023355462,0.027357204,0.004001742
20140619,0.010271397,-0.010269744,1.6530976e-06
20140620,0.009033768,-0.009766331,-0.0007325625
20140623,0.0074440707,-0.008044702,-0.00060063135
20140624,-0.0037348296,0.004602727,0.0008678974
20140625,0.012568044,-0.014873665,-0.0023056213
20140626,0.006781362,-0.008100705,-0.0013193432
20140627,0.009555098,-0.00924526,0.00030983798
20140630,0.005292313,-0.0066953776,-0.0014030645
20140701,0.0065286597,-0.0054038973,0.0011247625
20140702,0.0071015777,-0.0053425357,0.001759042
20140703,-0.00092248514,-2.9445684e-05,-0.0009519308
20140704,0.00011800026,-0.0020219386,-0.0019039384
20140707,0.0063701794,-0.00704092,-0.00067074085
20140708,-0.013193361,0.016014364,0.0028210022
20140709,0.0016591551,-0.0030632154,-0.0014040603
20140710,0.00672994,-0.009429995,-0.002700055
20140711,0.012578993,-0.01334338,-0.0007643867
20140714,-0.0020919945,0.0035295784,0.0014375839
20140715,-0.0107776355,0.007514159,-0.0032634763
20140716,-0.0036328412,0.0037936673,0.00016082614
20140717,0.0014880586,-0.0015090283,-2.0969659e-05
20140718,-0.0013651078,0.0026180556,0.0012529477
20140721,0.012911129,-0.012026012,0.00088511687
20140722,-0.008747045,0.0088218255,7.4780546e-05
20140723,-0.003380264,0.0015865805,-0.0017936834
20140724,0.009877693,-0.008204453,0.0016732402
20140725,0.021388885,-0.016637307,0.004751578
20140728,0.010985819,-0.010495953,0.00048986543
20140729,0.006481764,-0.004591102,0.0018906621
20140730,0.0072221872,-0.007857431,-0.0006352435
20140731,-0.008944206,0.011166437,0.0022222307
20140801,0.014256229,-0.017180573,-0.0029243445
20140804,0.007362499,-0.0066022286,0.0007602703
20140805,0.006056358,-0.0024494133,0.0036069448
20140806,-0.007474833,0.009950519,0.0024756854
20140807,0.008190751,-0.0069513517,0.0012393994
20140808,0.014865638,-0.015482312,-0.0006166743
20140811,0.0040087937,-0.0065195677,-0.002510774
20140812,0.0011763517,-0.0015282803,-0.00035192864
20140813,-0.0043697134,0.0040321015,-0.00033761188
20140814,0.010975982,-0.011764538,-0.0007885555
20140815,0.0144752525,-0.015143479,-0.00066822674
20140818,0.005761559,-0.0036028516,0.0021587075
20140819,0.00049565826,-0.0011645498,-0.0006688916
20140820,-0.0003304358,-0.002568751,-0.002899187
20140821,0.008061774,-0.0055805994,0.0024811747
20140822,-0.004414309,0.0072525656,0.0028382568
20140825,-0.01511323,0.018939245,0.0038260156
20140826,0.0047682663,-0.003723516,0.0010447504
20140827,-0.005112254,0.009408723,0.0042964686
20140828,0.009730649,-0.009595502,0.00013514701
20140829,0.013750074,-0.018207625,-0.00445755
20140901,0.013692291,-0.015593776,-0.0019014841
20140902,0.007909592,-0.007845507,6.408524e-05
20140903,0.008010143,-0.0076494496,0.00036069378
20140904,0.0057807295,-0.0048108967,0.00096983276
20140905,0.00458162,-0.009251153,-0.004669533
20140909,0.004858613,-0.0054951496,-0.0006365366
20140910,-0.0010270947,0.00078687933,-0.00024021533
20140911,0.011931732,-0.012814692,-0.0008829599
20140912,0.011938072,-0.011677096,0.00026097614
20140915,-0.022758752,0.035584904,0.012826152
20140916,0.0077039916,-0.007475838,0.00022815354
20140917,0.0081486255,-0.008930873,-0.00078224763
20140918,0.009140361,-0.011574583,-0.002434222
20140919,-0.010428278,0.011626055,0.0011977777
20140922,0.010540897,-0.016627174,-0.006086277
20140923,0.014285537,-0.014138736,0.00014680158
20140924,-0.00020032164,-0.0027077137,-0.0029080354
20140925,0.0048928694,-0.00487021,2.2659544e-05
20140926,0.011229672,-0.00929435,0.0019353218
20140929,0.008280005,-0.0035877326,0.0046922727
20140930,0.013861054,-0.013067344,0.0007937094
20141008,0.0051753707,-0.0028914344,0.0022839364
20141009,-0.0006466247,0.005938242,0.0052916175
20141010,0.0023100222,0.00071996544,0.0030299877
20141013,-0.00062175305,0.0033820283,0.0027602753
20141014,0.0038572242,-0.0034435457,0.0004136786
20141015,-0.009503233,0.01549088,0.005987647
20141016,-0.010733539,0.013343319,0.00260978
20141017,0.01362335,-0.014130348,-0.00050699804
20141020,-0.007225869,0.008832136,0.001606267
20141021,-0.011033863,0.011947699,0.00091383606
20141022,-0.013652962,0.018431839,0.004778877
20141023,0.003515557,-0.0019161517,0.0015994052
20141024,0.006910528,-0.0072268588,-0.0003163307
20141027,0.024134006,-0.027734077,-0.0036000703
20141028,0.014230691,-0.015184604,-0.00095391273
20141029,0.004779942,0.0016596196,0.0064395615
20141030,0.0012222077,0.0013672332,0.002589441
